,time,x,y,z,alpha,beta,gamma
0,0.0,0.5624802772303266,0.17412185194521207,0.011723913734313612,1.3195680647639823,4.956805636256228,4.689462423283806
1,0.033707865168539325,0.5547095579983161,0.1756134798725741,0.0047673016208928986,1.3109521158287167,4.962121628008194,4.6855206294497656
2,0.06741573033707865,0.5472778190519386,0.17717811751260865,-0.0025091540186953426,1.3026090334549891,4.967371351798718,4.680335516868622
3,0.10112359550561797,0.5402065129326444,0.17881089363617117,-0.010077751813412097,1.2945381692465685,4.9725536493906795,4.673971761305219
4,0.1348314606741573,0.533515194932281,0.18050672537125992,-0.017909181409369666,1.286739355362822,4.977668188388314,4.666497044298842
5,0.16853932584269662,0.5272212430864032,0.18226056771373236,-0.025972513130715386,1.279211254158466,4.982716425801507,4.657983923375003
6,0.20224719101123595,0.521340345024444,0.18406726446361246,-0.034235552717018766,1.2719526560521301,4.987696954990695,4.648505840705466
7,0.23595505617977527,0.5158862222326515,0.1859216473486356,-0.042664966906047264,1.2649618369470437,4.992610230469348,4.638141702123723
8,0.2696629213483146,0.5108706589377544,0.1878185381260773,-0.05122652512273032,1.2582365627934802,4.997456468115493,4.626969963201642
9,0.3033707865168539,0.5063036591979213,0.18975273369561768,-0.05988526563309006,1.2517745126610684,5.002234955203605,4.615072369851489
10,0.33707865168539325,0.5021933079040156,0.19171903925177214,-0.06860582382031347,1.2455725035687084,5.006946069404046,4.602532431086056
11,0.3707865168539326,0.4985459138170585,0.19371232204468727,-0.07735256872690603,1.239627698624421,5.011589785978657,4.5894343937759166
12,0.4044943820224719,0.4953660200029508,0.19572746381557224,-0.08608988251050458,1.2339365591775289,5.016165511903676,4.575861771166089
13,0.4382022471910112,0.492656357881174,0.19775939703520207,-0.09478237025778749,1.2284953059888004,5.020674298123102,4.561900334638818
14,0.47191011235955055,0.4904177564055721,0.19980317136888406,-0.10339511908291223,1.2232995724935563,5.025114772125576,4.547634402900185
15,0.5056179775280899,0.48864958926390206,0.20185386078322917,-0.11189387166896413,1.2183452092084857,5.029488331922082,4.533147481164365
16,0.5393258426966292,0.48734940808633,0.20390662879050817,-0.12024536093322917,1.2136275393730676,5.033793213920393,4.518523023323882
17,0.5730337078651685,0.48651284217391216,0.20595684533412137,-0.12841743552429452,1.209141505690637,5.038030854770169,4.5038421498982375
18,0.6067415730337078,0.4861340372182451,0.20799995057400034,-0.13637932227647587,1.204882074385297,5.042201326000252,4.489183247878219
19,0.6404494382022472,0.48620544193462484,0.21003147625664895,-0.14410185356700583,1.2008440656534236,5.046303039169115,4.474624322480142
20,0.6741573033707865,0.48671777210259054,0.21204720829093174,-0.15155764228758473,1.1970212882676783,5.050336695031935,4.460238980554904
21,0.7078651685393258,0.4876601942554848,0.21404298586975803,-0.15872129768233287,1.193408457396067,5.054302739626799,4.44609943086405
22,0.7415730337078652,0.48902008292151933,0.21601489235447993,-0.16556958310514955,1.189999580610077,5.058200736524021,4.432272593829336
23,0.7752808988764045,0.49078335063943945,0.21795910349346928,-0.17208158421856776,1.1867881721769467,5.062030484720209,4.418823573097813
24,0.8089887640449438,0.4929344477440213,0.21987205105365154,-0.17823890161867076,1.1837683565058548,5.065792871091502,4.405813048647894
25,0.8426966292134831,0.4954560932462083,0.2217503592365587,-0.1840256828400571,1.1809335130041536,5.069486919973159,4.393295742668894
26,0.8764044943820224,0.498329553116155,0.2235908430824604,-0.18942879200620563,1.1782770453524622,5.073112739109319,4.3813249933774605
27,0.9101123595505618,0.501535000230815,0.22539050117820747,-0.19443782471053223,1.175792632253517,5.076670452686806,4.369947838471739
28,0.9438202247191011,0.5050507432308007,0.227146563895813,-0.1990452294613334,1.1734733062391458,5.080160042950063,4.35920507063063
29,0.9775280898876404,0.508854168525244,0.2288564327584935,-0.2032462513285827,1.1713122241912997,5.083581017862151,4.349135352019189
30,1.0112359550561798,0.5129214517237316,0.23051781088787415,-0.20703896038299735,1.1693031085760623,5.086933712656873,4.33976999975516
31,1.044943820224719,0.5172275619393584,0.2321286216980742,-0.2104241976926309,1.1674388115260592,5.090218814937222,4.3311367563680525
32,1.0786516853932584,0.5217465340431005,0.23368692144073652,-0.21340547726020656,1.1657126254273653,5.093435097068585,4.323256451635565
33,1.1123595505617978,0.526451590428332,0.23519104242696567,-0.21598894673138302,1.1641176311052055,5.096583277126434,4.316146163167459
34,1.146067415730337,0.5313151676258843,0.23663955366635844,-0.21818318686390778,1.1626470463762184,5.099663072597504,4.309816524452345
35,1.1797752808988764,0.5363091970981646,0.23803127770363747,-0.2199990872537482,1.1612942881821704,5.102674412730661,4.304273469269682
36,1.2134831460674156,0.5414051516500756,0.23936518890063518,-0.22144969328105704,1.1600527308574464,5.105617837582588,4.299517818820603
37,1.247191011235955,0.5465742455337047,0.24064054209106642,-0.22254996333936597,1.1589157316336045,5.108492491863739,4.295544296113608
38,1.2808988764044944,0.5517875118171314,0.24185681524747363,-0.22331660275175125,1.157876604106326,5.111298367249263,4.292344521090228
39,1.3146067415730336,0.5570164175564479,0.24301362208693444,-0.22376778978573558,1.15692931773762,5.114036197499303,4.289903164684478
40,1.348314606741573,0.5622323925719758,0.244110924265347,-0.22392291529946382,1.156067431471706,5.116705561492862,4.288202662433523
41,1.3820224719101124,0.5674076045805154,0.24514879103637136,-0.22380239793227796,1.1552847514297415,5.119306181677437,4.287218875640167
42,1.4157303370786516,0.5725146417076246,0.24612752979898225,-0.22342745641795075,1.154575491630362,5.121839040726228,4.286924322234505
43,1.449438202247191,0.5775272883420063,0.2470475883638013,-0.2228198297523038,1.1539337501631384,5.124302425147209,4.287287628600643
44,1.4831460674157304,0.582420234395866,0.2479096797120318,-0.22200147070750828,1.1533539189947073,5.126697621393897,4.288274305770971
45,1.5168539325842696,0.5871695440361961,0.24871471632340647,-0.22099448479321143,1.1528306623053777,5.129024668005334,4.289845719786367
46,1.550561797752809,0.5917527608653186,0.2494636841478704,-0.21982078387351398,1.152358323239281,5.131282850976985,4.291960227783432
47,1.5842696629213482,0.5961489932038232,0.2501578472156184,-0.21850200869311448,1.1519325271329703,5.133472641402471,4.2945750582532405
48,1.6179775280898876,0.6003393621108771,0.25079850116325175,-0.21705921990165022,1.1515480148040655,5.135593901724758,4.297643400431315
49,1.651685393258427,0.6043067884927433,0.2513872131243219,-0.21551290459120304,1.1512002040777527,5.1376467213466075,4.30111799820692
50,1.6853932584269662,0.608036396104107,0.25192562812416724,-0.21388271760825436,1.1508851095838546,5.139630482391257,4.304948794118724
51,1.7191011235955056,0.6115157056075948,0.25241553811160966,-0.21218748507755583,1.150598266988326,5.141546173788458,4.309086209667788
52,1.7528089887640448,0.6147343305007776,0.25285882681050037,-0.21044504969649164,1.1503358863889492,5.143393096489419,4.313478732084478
53,1.7865168539325842,0.6176846447774443,0.2532575067118662,-0.20867223261948709,1.150094408831129,5.14517167953995,4.318075719415906
54,1.8202247191011236,0.620361266576546,0.2536136705838699,-0.2068847808032324,1.149870592971753,5.146881586482442,4.322824400677141
55,1.8539325842696628,0.6227615736029235,0.25392954235383175,-0.20509740622650052,1.1496614037769586,5.148522954629736,4.327676843374613
56,1.8876404494382022,0.624885387741628,0.2542074066666315,-0.20332367070308546,1.1494640517829837,5.150096049595454,4.332581566602862
57,1.9213483146067416,0.6267351056636742,0.254449538574473,-0.20157618461636115,1.1492754570573305,5.151600101685968,4.337490848533029
58,1.9550561797752808,0.6283157347613362,0.2546583657589683,-0.19986632677525912,1.1490940490153176,5.153035563284456,4.342359322694021
59,1.9887640449438202,0.62963457516043,0.25483629272700514,-0.19820459093475545,1.148917601052057,5.154402728233472,4.347141493949019
60,2.0224719101123596,0.6307014083920975,0.2549857984275319,-0.1966003759587495,1.148744437861363,5.155701836527722,4.351797143128034
61,2.056179775280899,0.6315282806322026,0.2551093438133917,-0.19506214818875336,1.1485727809421182,5.156932016779621,4.356286264454668
62,2.089887640449438,0.6321291045721615,0.2552094127296297,-0.1935974118551023,1.14840182138284,5.1580936347238,4.360574899768089
63,2.1235955056179776,0.6325199848845249,0.2552884817198438,-0.19221270616489045,1.1482303080226033,5.159187066076312,4.364627924964076
64,2.157303370786517,0.6327185683696372,0.2553490343769312,-0.1909136707982667,1.1480580143434955,5.160211355489973,4.368419614128294
65,2.191011235955056,0.6327442159736413,0.25539350968686975,-0.1897050441769617,1.1478841346854871,5.161167714353579,4.371924398899188
66,2.2247191011235956,0.6326173683823609,0.2554243220850126,-0.1885905829788606,1.147708700005781,5.162056096399704,4.375121575139308
67,2.258426966292135,0.6323596362533974,0.2554438047051203,-0.1875730855171322,1.147531685352031,5.1628750983393195,4.377995437226343
68,2.292134831460674,0.6319933744341762,0.25545427078682903,-0.186654442612941,1.1473532670263187,5.1636266183813175,4.380534894214075
69,2.3258426966292136,0.6315414295801909,0.25545796447056934,-0.1858354292338347,1.1471745914022682,5.1643088907760495,4.382732436729248
70,2.359550561797753,0.6310269157070666,0.2554570528073288,-0.18511581765589846,1.1469957628112746,5.164923854232611,4.384585975870318
71,2.393258426966292,0.6304728834085165,0.25545360072544016,-0.18449420949752504,1.1468179936826628,5.165469962802567,4.3860983464062455
72,2.426966292134831,0.6299018994493473,0.2554496159169196,-0.18396803015922863,1.1466424233585693,5.165947660032729,4.387276021113185
73,2.460674157303371,0.6293362048677417,0.2554469944539408,-0.18353341324556266,1.1464706683364871,5.16635717704367,4.388132027876656
74,2.49438202247191,0.6287968564043557,0.25544749265759475,-0.1831852507090657,1.1463038843539795,5.166698720638335,4.388681435322506
75,2.528089887640449,0.6283039917514461,0.2554527895153351,-0.18291702168426097,1.1461440178659006,5.1669717832705215,4.388946082880485
76,2.561797752808989,0.6278760900311894,0.2554644157704343,-0.18272080179573108,1.1459928801499684,5.167177070926968,4.388952035933996
77,2.595505617977528,0.6275300629686561,0.255483789701293,-0.18258724731373668,1.1458523309842095,5.167313825033577,4.3887277513265195
78,2.629213483146067,0.6272809561065044,0.25551216377508673,-0.18250558235089112,1.1457245767399713,5.167382476274035,4.38830712497735
79,2.662921348314607,0.6271416290058444,0.25555071064068485,-0.18246356706059258,1.1456117805002783,5.167383204642957,4.387727493950722
80,2.696629213483146,0.6271229594141056,0.25560038295831455,-0.18244762364959835,1.1455164961324116,5.167316522711662,4.387029220614931
81,2.730337078651685,0.6272330810752852,0.2556620104525875,-0.18244277589946042,1.145440787132528,5.167180746207963,4.386255849346716
82,2.764044943820225,0.6274777488543409,0.255736298534971,-0.18243287668706187,1.145387806213419,5.166977441581503,4.385455185930708
83,2.797752808988764,0.6278600638173264,0.25582376116512084,-0.18240058745979157,1.1453591671335899,5.166706664084139,4.384674692600174
84,2.831460674157303,0.6283804975759342,0.2559247271732808,-0.18232766040743112,1.1453581116153642,5.166367608710743,4.383966524224601
85,2.865168539325843,0.6290368303906216,0.25603940985516754,-0.1821949809264969,1.145387193220521,5.165960600430271,4.383383030245166
86,2.898876404494382,0.6298239523847788,0.25616779455042005,-0.18198291409509587,1.1454486819243135,5.165486186197629,4.382977456882442
87,2.932584269662921,0.63073434155973,0.25630982519963674,-0.1816714101840878,1.145545523976207,5.164944244957595,4.3828051881713055
88,2.966292134831461,0.6317576678491642,0.256465072395563,-0.18124028925168253,1.1456801376102559,5.164333724713068,4.382920994536773
89,3.0,0.6328812884058811,0.2566330561611291,-0.1806695458942808,1.1458552076120787,5.163656412754329,4.383378452838518
