,time,x,y,z,alpha,beta,gamma
0,0.0,0.5866565080254064,0.2613295755907666,-0.11395517865803793,1.4737295736360123,4.4710358695366335,4.555619796859681
1,0.033707865168539325,0.5894259697948918,0.2610198150879099,-0.10874420083638327,1.465944515851065,4.473987815935691,4.572039994109191
2,0.06741573033707865,0.592061318239597,0.2606695666888733,-0.10349595675029102,1.4582795268534476,4.476702801253872,4.587534905555133
3,0.10112359550561797,0.5945522811523294,0.2602792128657799,-0.0982140044145783,1.4507340328904823,4.479185417031816,4.602170014227085
4,0.1348314606741573,0.5968890671852815,0.259849249257731,-0.09290186206952734,1.4433084025166596,4.481440517807521,4.616010158361068
5,0.16853932584269662,0.5990627163677382,0.2593801116192323,-0.08756309083236057,1.4360024327595082,4.483473369311368,4.6291182444118055
6,0.20224719101123595,0.6010645510465307,0.2588724530822879,-0.08220129433055744,1.4288156005468564,4.485288861671877,4.641557157083436
7,0.23595505617977527,0.6028867179411606,0.25832689131728986,-0.07682000229966386,1.4217484745039755,4.486892031664254,4.653387397365633
8,0.2696629213483146,0.6045220454825416,0.2577441617406276,-0.07142283785463949,1.4147999109319604,4.48828848754307,4.664668375207457
9,0.3033707865168539,0.605963878476982,0.2571250201828604,-0.06601332590110799,1.4079703165351274,4.48948216312824,4.6754569590142605
10,0.33707865168539325,0.6072065513579149,0.25647032468023784,-0.06059505262668775,1.4012593280840517,4.490479592204279,4.685808293919873
11,0.3707865168539326,0.6082448967280202,0.25578096683700513,-0.05517155773608207,1.3946661803380158,4.491285197177447,4.695774903525244
12,0.4044943820224719,0.6090745552481093,0.25505790496990155,-0.0497464519492933,1.3881910282388172,4.491904344402063,4.705408375738567
13,0.4382022471910112,0.6096920733856062,0.254302200507183,-0.04432324230986749,1.3818333892523798,4.492342579587695,4.714755080567374
14,0.47191011235955055,0.6100945333737963,0.25351489172796343,-0.03890542991422486,1.3755927964364976,4.492603928390105,4.723859780051727
15,0.5056179775280899,0.6102799955417254,0.2526970999410338,-0.03349657364172483,1.369469033666129,4.492695126372432,4.732765000171817
16,0.5393258426966292,0.610247168057001,0.2518500037815269,-0.028100195752498107,1.3634616051852457,4.49262110853762,4.74150979876551
17,0.5730337078651685,0.609995560326702,0.2509748644404787,-0.022719777020203034,1.357569798299164,4.492386078250403,4.750130808485234
18,0.6067415730337078,0.6095255767960447,0.25007294160239046,-0.01735874703105358,1.3517930519076786,4.491996668831167,4.7586591756385
19,0.6404494382022472,0.6088382817960446,0.249145570195362,-0.012020592733184834,1.3461314178509198,4.491457191422943,4.7671263169246165
20,0.6741573033707865,0.607935489746034,0.24819409074570226,-0.0067087489927610145,1.3405839380247795,4.490773792748589,4.775558171378629
21,0.7078651685393258,0.6068198180092941,0.24721994143990345,-0.0014266215332549336,1.3351503334155568,4.489951342600367,4.783977804451821
22,0.7415730337078652,0.6054946435378491,0.246224510272654,0.003822434373768344,1.3298294429337196,4.488994908329678,4.79240549224511
23,0.7752808988764045,0.6039638945432027,0.24520934259358518,0.009035038041434951,1.324621242415503,4.487909985970366,4.8008598677867935
24,0.8089887640449438,0.6022323664386773,0.24417590410955167,0.014207889473392337,1.3195248189133795,4.4867018143552855,4.809351868511184
25,0.8426966292134831,0.6003054179496298,0.24312574227686093,0.019337671482485528,1.314539523779649,4.485375371797075,4.817894747884753
26,0.8764044943820224,0.5981891063050212,0.2420604384368976,0.02442115968989011,1.3096650500993372,4.483936651776255,4.826495281352234
27,0.9101123595505618,0.5958900727035968,0.24098152714542972,0.02945507035944794,1.3049004999783296,4.482391399899515,4.835159196209954
28,0.9438202247191011,0.5934155467758674,0.23989068229325747,0.034436271145172746,1.3002446743048006,4.480743399424607,4.8438876950462975
29,0.9775280898876404,0.5907732491693701,0.23878948247996648,0.03936162101070694,1.2956972424496356,4.478999021698646,4.852680461163653
30,1.0112359550561798,0.5879714779338737,0.23767959021123378,0.04422800577258271,1.291257691436381,4.4771622840142555,4.861536071494293
31,1.044943820224719,0.5850189904301729,0.2365626096968269,0.04903234864106799,1.2869249934719988,4.47523980453464,4.870446061667794
32,1.0786516853932584,0.5819249278760095,0.2354402906490398,0.05377168994771661,1.282698096132561,4.473236672455244,4.879405264455304
33,1.1123595505617978,0.5786988938323467,0.23431422641168112,0.05844303404688481,1.2785766777043495,4.471157077841944,4.888402756711975
34,1.146067415730337,0.5753508055177166,0.23318610066539178,0.06304353028640651,1.2745596893483684,4.469006304148019,4.897426325484955
35,1.1797752808988764,0.5718908807047899,0.23205757821370424,0.0675703065472071,1.270645978499053,4.4667903323892775,4.906463630249626
36,1.2134831460674156,0.568329695755441,0.23093033506469754,0.07202061509422346,1.2668352680973756,4.4645138919641,4.915497916512708
37,1.247191011235955,0.564677830373373,0.2298060095542038,0.07639173177519189,1.2631263766744032,4.4621821984698675,4.92451310767407
38,1.2808988764044944,0.5609462269312818,0.22868620473512558,0.08068103356642442,1.2595182724352783,4.459800133202829,4.93349215180395
39,1.3146067415730336,0.5571460049245809,0.22757261972926845,0.08488593636334209,1.2560098396774324,4.457372980582878,4.9424155792284195
