,time,x,y,z,alpha,beta,gamma
0,0.0,0.5954261591683827,0.2489563253797612,-0.1050145892313356,1.4950131221490335,4.471585163387752,4.560654792725618
1,0.033707865168539325,0.5975272117653322,0.24946471954347602,-0.1019719507885666,1.485862166531997,4.473769862034199,4.576474327738299
2,0.06741573033707865,0.5995011409352566,0.24990461686783277,-0.09874712087298575,1.476870348007522,4.475762897293867,4.5916734526657415
3,0.10112359550561797,0.601339550394505,0.25027672728884093,-0.09534557272948088,1.4680371937183678,4.4775679929024275,4.606274271716739
4,0.1348314606741573,0.6030347053182912,0.25058184372546627,-0.09177314621919574,1.4593630613515598,4.4791887004006075,4.620301068615669
5,0.16853932584269662,0.6045791324919143,0.2508208820417664,-0.08803590507529073,1.4508479968654453,4.480629470426221,4.633778749791287
6,0.20224719101123595,0.6059659926629769,0.2509947633947447,-0.0841403280247569,1.4424915861948093,4.481894555678169,4.646732777055976
7,0.23595505617977527,0.6071887532139773,0.25110452008520245,-0.08009315596766826,1.434293847061169,4.482987143219317,4.6591905318412765
8,0.2696629213483146,0.6082416237860363,0.25115121928458733,-0.07590132191788522,1.4262543216356975,4.483912057198389,4.671180617195608
9,0.3033707865168539,0.6091191372787236,0.2511360015783371,-0.07157214926060923,1.4183731916426368,4.484673074350543,4.682731434147257
10,0.33707865168539325,0.6098165373531755,0.25106006458325275,-0.06711303304508336,1.410649878927275,4.4852738072199285,4.693871605363197
11,0.3707865168539326,0.6103296719710792,0.2509246718858712,-0.0625317332820857,1.4030837203881075,4.485719100961134,4.704632145274172
12,0.4044943820224719,0.6106548404812601,0.2507311594215608,-0.05783612547256617,1.39567444616753,4.48601214724892,4.7150408664341645
13,0.4382022471910112,0.610789229404748,0.25048096845424345,-0.05303426973796582,1.3884212313416893,4.486157299462406,4.725128062528247
14,0.47191011235955055,0.6107303653625343,0.2501754942739975,-0.04813445382570956,1.3813242789778923,4.486159515913252,4.734922774173894
15,0.5056179775280899,0.610476569362688,0.24981626984509195,-0.043144990741843144,1.3743820858558249,4.48602156431961,4.744452904495393
16,0.5393258426966292,0.6100268255316177,0.24940482696668634,-0.03807441936991316,1.3675943860547592,4.485748944188406,4.753747318250121
17,0.5730337078651685,0.6093805809657807,0.24894282283131233,-0.03293126290012801,1.3609605031121477,4.485344708934743,4.7628329389636015
18,0.6067415730337078,0.6085381722832817,0.24843192884193577,-0.02772421506423944,1.3544792229410796,4.484813657040891,4.7717366182857806
19,0.6404494382022472,0.6075004814581731,0.24787388300274096,-0.022461978113977984,1.3481501509554425,4.484159471945667,4.780481868561028
20,0.6741573033707865,0.6062691057586733,0.24727042770360363,-0.01715328544002167,1.3419723329039386,4.483386534457993,4.78909331346301
21,0.7078651685393258,0.604846096339876,0.24662340689706566,-0.011806857132641464,1.3359443062537844,4.482498627596771,4.797593624951991
22,0.7415730337078652,0.6032343622568113,0.24593467067401537,-0.006431475735027313,1.3300651246698785,4.481500613422334,4.8060031235063985
23,0.7752808988764045,0.6014373860211276,0.24520614175945868,-0.0010357788776395715,1.3243343691490568,4.480396136018283,4.814341155077869
24,0.8089887640449438,0.5994591694047579,0.2444397989995168,0.0043715481169887774,1.3187503238351521,4.479189173070096,4.822624815314675
25,0.8426966292134831,0.5973043202497561,0.24363759054205728,0.009781981538707008,1.3133118529814336,4.477884876348952,4.830869853834206
26,0.8764044943820224,0.594978254320328,0.24280150324082064,0.015187037704289304,1.3080179004774561,4.476486583042131,4.839089477786449
27,0.9101123595505618,0.5924866606790831,0.24193366147713405,0.02057836980727213,1.3028668481987724,4.474998712231625,4.847295810459389
28,0.9438202247191011,0.5898359953299183,0.24103612690529508,0.025947775436473995,1.2978577665703241,4.473425290542275,4.855498093808354
29,0.9775280898876404,0.5870330412107128,0.2401110348523994,0.031287195391495604,1.292989104136617,4.4717707390827695,4.863703504314415
30,1.0112359550561798,0.5840852564948131,0.2391604826221431,0.03658878170754139,1.288259486840701,4.470039428987478,4.871917667718098
31,1.044943820224719,0.5810004187926323,0.23818662817779698,0.04184483480061698,1.2836675782132043,4.468235151412963,4.8801441681652715
32,1.0786516853932584,0.5777869158668855,0.2371916778246748,0.047047935275870596,1.2792114861688801,4.46636215260811,4.888383193944935
33,1.1123595505617978,0.574453362083233,0.23617781138620728,0.05219082259251087,1.2748901923766713,4.464424711824859,4.896635303495485
34,1.146067415730337,0.5710087763221737,0.2351472075265951,0.05726653244198633,1.2707015209875454,4.462427412261048,4.904897379067905
35,1.1797752808988764,0.5674626679894185,0.23410210662719244,0.06226834232998718,1.2666441131128192,4.4603737291928915,4.9131633707228906
36,1.2134831460674156,0.5638247291009851,0.23304470123824966,0.06718981138774661,1.2627159278600233,4.4582683640869,4.921428229226027
37,1.247191011235955,0.5601048478671965,0.2319772326798222,0.0720247866307861,1.258916056452284,4.456115268735337,4.929683471612124
38,1.2808988764044944,0.556313427225265,0.23090184402590788,0.07676743177254464,1.2552420563601447,4.453918388472209,4.937917908446471
39,1.3146067415730336,0.5524607481208093,0.22982084053722227,0.08141223344772498,1.251692042953754,4.451682805532431,4.946120597866987
40,1.348314606741573,0.548557376163113,0.22873634512073157,0.08595397582780404,1.2482644508801477,4.449411762963794,4.954278808901003
41,1.3820224719101124,0.5446140326334613,0.2276506005799967,0.09038779400980482,1.2449575524685597,4.447109545401849,4.962377428436564
42,1.4157303370786516,0.5406414199711617,0.22656573813839975,0.0947091952429622,1.2417693967694001,4.44478074701808,4.970401288570517
43,1.449438202247191,0.53665036584826,0.22548391406337534,0.098914008143839,1.2386976463479622,4.442429075930395,4.978334460010065
44,1.4831460674157304,0.5326516993419108,0.224407267809332,0.10299843701612472,1.2357405505825745,4.440058802194609,4.986158042259072
45,1.5168539325842696,0.5286560166210017,0.22333786021177876,0.10695902812781513,1.2328960250670113,4.437674462499782,4.993855827081822
46,1.550561797752809,0.524674003419552,0.22227778561732514,0.11079273615855981,1.2301619649562492,4.435279745612972,5.001407422202928
47,1.5842696629213482,0.5207162108390074,0.22122908119031887,0.1144969258374626,1.2275365624214774,4.432878403942845,5.00879553524894
48,1.6179775280898876,0.5167928422932503,0.22019374551202678,0.11806918270104168,1.2250175165707011,4.430474805360518,5.016000202907919
49,1.651685393258427,0.5129141806357116,0.2191737107312721,0.12150766464431764,1.2226024779729179,4.428074030391348,5.0230025263174145
50,1.6853932584269662,0.5090899009110642,0.2181709229283421,0.12481077470155222,1.2202897336305392,4.425678673431479,5.0297836941131875
51,1.7191011235955056,0.5053296245364268,0.21718719149906635,0.1279773122183111,1.2180766817525637,4.42329324331793,5.036325738778154
52,1.7528089887640448,0.5016427354105017,0.21622435029314055,0.13100650475566114,1.2159614650116897,4.420922070727935,5.042610644494408
53,1.7865168539325842,0.49803788735488935,0.21528416874604403,0.13389787943784678,1.2139415491318555,4.418569308074333,5.048621669033899
54,1.8202247191011236,0.49452368102762007,0.21436832629055344,0.13665140102972279,1.2120144784716727,4.41623798931259,5.054342283179034
55,1.8539325842696628,0.49110803998017966,0.21347843793972537,0.13926733038566233,1.210178187863562,4.4139332956208985,5.0597584893750165
56,1.8876404494382022,0.48779868521908587,0.21261609778938653,0.14174629139085898,1.2084305271979552,4.4116579812789345,5.0648559647770925
57,1.9213483146067416,0.48460251826315986,0.21178280923150358,0.14408929329773948,1.2067687296663547,4.4094171350927365,5.069622657915394
58,1.9550561797752808,0.4815261995927529,0.21097999617494104,0.14629764840122395,1.205190937547167,4.407213815759428,5.074048952100248
59,1.9887640449438202,0.4785756411465108,0.21020902158910926,0.1483729609847566,1.2036946021581285,4.405052610743522,5.078125999903749
60,2.0224719101123596,0.47575629151844395,0.20947114921742993,0.1503172094395613,1.2022767310163553,4.402936702294399,5.081845751386652
61,2.056179775280899,0.4730729868385529,0.20876762624075026,0.1521326882660543,1.2009357674468384,4.400870641474341,5.085205562497385
62,2.089887640449438,0.4705298017634715,0.20809952700979373,0.15382187261311253,1.199668644695247,4.398857005489308,5.088201046561963
63,2.1235955056179776,0.46813044796464637,0.20746795438871368,0.15538762981200907,1.198473426507043,4.396901668392322,5.090833277261731
